-0.0,-0.0,-0.0,45.0,8050.67,01:27:19,37.1232245,-78.4927721
0.0,-0.0,-0.0,45.0,8053.33,01:27:19,37.1232245,-78.4927721
0.0,-0.0,0.0,45.0,8080.0,01:27:19,37.1232245,-78.4927721
0.0,0.0,0.0,45.0,8086.67,01:27:19,37.1232245,-78.4927721
0.01,0.01,0.01,45.0,8029.33,01:27:19,37.1232245,-78.4927721
0.01,0.02,-0.0,45.0,8054.67,01:27:19,37.1232245,-78.4927721
0.01,0.02,-0.01,45.0,8080.0,01:27:19,37.1232245,-78.4927721
0.01,0.02,-0.01,45.0,8081.33,01:27:19,37.1232245,-78.4927721
0.01,0.02,-0.01,45.0,8021.33,01:27:19,37.1232245,-78.4927721
0.01,0.03,-0.02,45.0,8049.33,01:27:19,37.1232245,-78.4927721
0.01,0.03,-0.02,45.0,8010.67,01:27:19,37.1232245,-78.4927721
0.01,0.02,-0.02,45.0,8124.0,01:27:19,37.1232245,-78.4927721
0.01,0.03,-0.03,45.0,8105.33,01:27:19,37.1232245,-78.4927721
0.01,0.03,-0.03,45.0,8041.33,01:27:19,37.1232245,-78.4927721
0.01,0.03,-0.03,45.0,8041.33,01:27:19,37.1232245,-78.4927721
0.01,0.03,-0.02,45.0,8052.0,01:27:19,37.1232245,-78.4927721
0.02,0.03,-0.02,45.0,8069.33,01:27:19,37.1232245,-78.4927721
0.02,0.03,-0.02,45.0,8057.33,01:27:19,37.1232245,-78.4927721
0.02,0.03,-0.02,45.0,8088.0,01:27:19,37.1232245,-78.4927721
0.02,0.04,-0.02,45.0,8013.33,01:27:19,37.1232245,-78.4927721
0.02,0.03,-0.02,45.0,8104.0,01:27:19,37.1232245,-78.4927721
0.02,0.04,-0.02,45.0,8034.67,01:27:19,37.1232245,-78.4927721
0.02,0.03,-0.02,45.0,8010.67,01:27:19,37.1232245,-78.4927721
0.03,0.03,-0.02,45.0,7942.67,01:27:19,37.1232245,-78.4927721
0.03,0.02,-0.02,45.0,8080.0,01:27:19,37.1232245,-78.4927721
0.03,0.03,-0.02,45.0,8080.0,01:27:19,37.1232245,-78.4927721
0.03,0.03,-0.02,45.0,8110.67,01:27:19,37.1232245,-78.4927721
0.03,0.03,-0.02,45.0,8037.33,01:27:19,37.1232245,-78.4927721
0.03,0.03,-0.01,45.0,8062.67,01:27:19,37.1232245,-78.4927721
0.03,0.03,-0.02,45.0,8012.0,01:27:19,37.1232245,-78.4927721
0.03,0.03,-0.02,45.0,8060.0,01:27:19,37.1232245,-78.4927721
0.03,0.03,-0.02,45.0,8073.33,01:27:19,37.1232245,-78.4927721
0.02,0.03,-0.02,45.0,8126.67,01:27:19,37.1232245,-78.4927721
0.02,0.03,-0.02,45.0,8061.33,01:27:19,37.1232245,-78.4927721
0.02,0.03,-0.03,45.0,8042.67,01:27:19,37.1232245,-78.4927721
0.02,0.03,-0.03,45.0,8042.67,01:27:19,37.1232245,-78.4927721
0.02,0.03,-0.03,45.0,8069.33,01:27:19,37.1232245,-78.4927721
0.01,0.03,-0.03,45.0,8064.0,01:27:19,37.1232245,-78.4927721
0.01,0.02,-0.03,45.0,7997.33,01:27:19,37.1232245,-78.4927721
0.01,0.02,-0.03,45.0,8030.67,01:27:19,37.1232245,-78.4927721
0.01,0.02,-0.03,45.0,8013.33,01:27:19,37.1232245,-78.4927721
0.01,0.02,-0.03,45.0,8062.67,01:27:19,37.1232245,-78.4927721
0.01,0.02,-0.02,45.0,8058.67,01:27:19,37.1232245,-78.4927721
0.01,0.02,-0.03,45.0,8074.67,01:27:19,37.1232245,-78.4927721
0.01,0.02,-0.02,45.0,8041.33,01:27:19,37.1232245,-78.4927721
0.01,0.02,-0.02,45.0,8080.0,01:27:19,37.1232245,-78.4927721
0.01,0.01,-0.02,45.0,8033.33,01:27:19,37.1232245,-78.4927721
0.01,0.01,-0.02,45.0,8049.33,01:27:19,37.1232245,-78.4927721
0.02,0.02,-0.03,45.0,8077.33,01:27:19,37.1232245,-78.4927721
0.02,0.02,-0.03,45.0,8065.33,01:27:19,37.1232245,-78.4927721
0.01,0.02,-0.03,45.0,8105.33,01:27:19,37.1232245,-78.4927721
0.01,0.02,-0.02,45.0,8138.67,01:27:19,37.1232245,-78.4927721
0.01,0.02,-0.02,45.0,8064.0,01:27:19,37.1232245,-78.4927721
0.01,0.03,-0.02,45.0,8062.67,01:27:19,37.1232245,-78.4927721
0.01,0.03,-0.03,45.0,8048.0,01:27:19,37.1232245,-78.4927721
0.01,0.03,-0.03,45.0,8012.0,01:27:19,37.1232245,-78.4927721
